日期,单位净值,累计净值,涨跌幅
2010-11-05,1.0003,1.0003,--
2010-11-12,0.9964,0.9964,-0.3899
2010-11-19,0.9953,0.9953,-0.1104
2010-11-26,0.9981,0.9981,0.2813
2010-12-03,0.9969,0.9969,-0.1202
2010-12-10,0.9951,0.9951,-0.1806
2010-12-17,1.0104,1.0104,1.5375
2010-12-24,1.0063,1.0063,-0.4058
2010-12-31,1.0035,1.0035,-0.2782
2011-01-04,1.0158,1.0158,1.2257
2011-01-07,1.0074,1.0074,-0.8269
2011-01-10,0.9927,0.9927,-1.4592
2011-01-11,1.001,1.001,0.8361
2011-01-12,1.0004,1.0004,-0.0599
2011-01-13,0.9995,0.9995,-0.09
2011-01-14,0.9897,0.9897,-0.9805
2011-01-17,0.944,0.944,-4.6176
2011-01-18,0.9423,0.9423,-0.1801
2011-01-19,0.9688,0.9688,2.8123
2011-01-20,0.9341,0.9341,-3.5818
2011-01-21,0.9427,0.9427,0.9207
2011-01-24,0.9306,0.9306,-1.2835
2011-01-25,0.9267,0.9267,-0.4191
2011-01-26,0.9377,0.9377,1.187
2011-01-27,0.9521,0.9521,1.5357
2011-01-28,0.9598,0.9598,0.8087
2011-01-31,0.9716,0.9716,1.2294
2011-02-01,0.9702,0.9702,-0.1441
2011-02-09,0.958,0.958,-1.2575
2011-02-10,0.9833,0.9833,2.6409
2011-02-11,0.9904,0.9904,0.7221
2011-02-14,1.0207,1.0207,3.0594
2011-02-15,1.0205,1.0205,-0.0196
2011-02-16,1.0365,1.0365,1.5679
2011-02-17,1.0343,1.0343,-0.2123
2011-02-18,1.0201,1.0201,-1.3729
2011-02-21,1.0433,1.0433,2.2743
2011-02-22,1.0129,1.0129,-2.9138
2011-02-23,1.0144,1.0144,0.1481
2011-02-24,1.0183,1.0183,0.3845
2011-02-25,1.0198,1.0198,0.1473
2011-02-28,1.0388,1.0388,1.8631
2011-03-01,1.042,1.042,0.308
2011-03-02,1.0352,1.0352,-0.6526
2011-03-03,1.0229,1.0229,-1.1882
2011-03-04,1.0386,1.0386,1.5349
2011-03-07,1.0606,1.0606,2.1182
2011-03-08,1.0595,1.0595,-0.1037
2011-03-09,1.0603,1.0603,0.0755
2011-03-10,1.0463,1.0463,-1.3204
2011-03-11,1.035,1.035,-1.08
2011-03-14,1.046,1.046,1.0628
2011-03-15,1.0253,1.0253,-1.979
2011-03-16,1.0405,1.0405,1.4825
2011-03-17,1.0246,1.0246,-1.5281
2011-03-18,1.0287,1.0287,0.4002
2011-03-21,1.0206,1.0206,-0.7874
2011-03-22,1.0254,1.0254,0.4703
2011-03-23,1.0388,1.0388,1.3068
2011-03-24,1.0342,1.0342,-0.4428
2011-03-25,1.0464,1.0464,1.1797
2011-03-28,1.0421,1.0421,-0.4109
2011-03-29,1.0312,1.0312,-1.046
2011-03-30,1.0287,1.0287,-0.2424
2011-03-31,1.0229,1.0229,-0.5638
2011-04-01,1.0346,1.0346,1.1438
2011-04-06,1.0383,1.0383,0.3576
2011-04-07,1.0472,1.0472,0.8572
2011-04-08,1.0598,1.0598,1.2032
2011-04-11,1.0526,1.0526,-0.6794
2011-04-12,1.0509,1.0509,-0.1615
2011-04-13,1.0588,1.0588,0.7517
2011-04-14,1.0503,1.0503,-0.8028
2011-04-15,1.047,1.047,-0.3142
